,Progress,Duration (in seconds),Finished,Q1,Q2,Q3,Q4,Q5,Q6,Unnamed: 22,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20
218,100,75,True,15,18-24,Female,Not married,Hispanic or Latino/a,Atheist,,High school graduate / GED,"Less than $30,000",Democrat,Somewhat Wrong,1.0,Kamala Harris,1.0,1.0,1.0,1.0,Rhode Island Secretary of State's Website,"I wanted to wait to learn more about the candidates,Today was the best option for my schedule",4.0,3.0
219,100,84,True,6,25-29,Male,Not married,Black or African American,Catholic,,Some college,"$50,000-$100,000",Democrat,Unsure,3.0,Kamala Harris,0.0,2.0,2.0,1.0,Social Media,"I prefer voting on election day,Today was the best option for my schedule",4.0,4.0
220,100,74,True,14,18-24,Female,Not married,Hispanic or Latino/a,Protestant / Other Christian Denomination,,High school graduate / GED,"Less than $30,000",Democrat,Definitely Wrong,1.0,Donald Trump,3.0,2.0,2.0,2.0,Friends/Family,I wanted to wait to learn more about the candidates,4.0,4.0
221,100,92,True,15,25-29,Female,Not married,Hispanic or Latino/a,Catholic,,Some college,"$30,000-$49,999",Democrat,Somewhat Wrong,1.0,Donald Trump,0.0,1.0,3.0,2.0,"211 Voter Hotline,Social Media,Friends/Family",I prefer voting on election day,4.0,4.0
222,100,51,True,9,50-64,Female,Not married,Asian,Catholic,,4 year degree,"Less than $30,000",,,3.0,,1.0,2.0,2.0,2.0,Rhode Island Secretary of State's Website,I prefer voting on election day,3.0,3.0
223,100,65,True,3,40-49,Female,Married,White,,,Some college,"$30,000-$49,999",Democrat,Somewhat Right,3.0,Kamala Harris,1.0,1.0,3.0,2.0,The Voter Information Handbook sent to my house,I prefer voting on election day,4.0,1.0
224,100,100,True,9,18-24,Male,Not married,Hispanic or Latino/a,Protestant / Other Christian Denomination,,Some college,,Republican,Unsure,1.0,Donald Trump,0.0,2.0,3.0,3.0,Friends/Family,I prefer voting on election day,4.0,3.0
225,100,79,True,6,65 or older,Male,Not married,Asian,Protestant / Other Christian Denomination,,4 year degree,"Less than $30,000",Democrat,Somewhat Right,3.0,Kamala Harris,2.0,3.0,3.0,3.0,The Voter Information Handbook sent to my house,I prefer voting on election day,1.0,3.0
226,100,144,True,12,50-64,Male,Married,White,,,4 year degree,"$200,000 or more",Democrat,Somewhat Wrong,1.0,Kamala Harris,0.0,1.0,3.0,3.0,Rhode Island Secretary of State's Website,I prefer voting on election day,1.0,4.0
227,100,89,True,8,40-49,Female,Married,American Indian or Alaska Native,,,High school graduate / GED,"Less than $30,000",Democrat,Definitely Wrong,0.0,Kamala Harris,3.0,2.0,2.0,2.0,Social Media,I do not trust mail-in voting,3.0,4.0
228,100,67,True,5,65 or older,Male,Married,White,Protestant / Other Christian Denomination,,Doctorate,,Independent,Definitely Wrong,0.0,Donald Trump,3.0,0.0,2.0,1.0,,I prefer voting on election day,0.0,0.0
229,100,79,True,9,18-24,Female,Not married,Black or African American,Other,Christan,Some college,"Less than $30,000",Democrat,Definitely Wrong,3.0,Kamala Harris,2.0,1.0,1.0,0.0,Friends/Family,Today was the best option for my schedule,3.0,1.0
230,100,83,True,11,50-64,Male,Married,Black or African American,Protestant / Other Christian Denomination,,2 year degree,"$30,000-$49,999",Democrat,Unsure,3.0,Kamala Harris,2.0,2.0,3.0,3.0,"Rhode Island Secretary of State's Website,The Voter Information Handbook sent to my house",I prefer voting on election day,1.0,4.0
231,100,89,True,1,25-29,Non-binary / Other,Not married,White,Atheist,,4 year degree,"$30,000-$49,999",Democrat,Definitely Wrong,2.0,Kamala Harris,1.0,1.0,3.0,3.0,"The Voter Information Handbook sent to my house,Social Media,Friends/Family",I prefer voting on election day,4.0,4.0
232,100,88,True,14,65 or older,Male,Married,White,Catholic,,Professional degree,"$100,000-$199,999",Democrat,Definitely Wrong,3.0,Kamala Harris,3.0,2.0,3.0,3.0,Rhode Island Secretary of State's Website,I prefer voting on election day,4.0,3.0
233,100,73,True,12,65 or older,Female,Married,White,Catholic,,Some college,"$50,000-$100,000",Democrat,Definitely Wrong,1.0,Kamala Harris,2.0,2.0,3.0,2.0,Rhode Island Secretary of State's Website,I prefer voting on election day,4.0,4.0
234,100,93,True,3,50-64,Female,,Black or African American,Atheist,,Some college,"$30,000-$49,999",Democrat,Somewhat Right,4.0,Kamala Harris,3.0,2.0,2.0,2.0,Social Media,I prefer voting on election day,4.0,4.0
235,100,93,True,1,40-49,Female,Not married,White,,,High school graduate / GED,"$50,000-$100,000",Independent,Somewhat Wrong,1.0,Kamala Harris,0.0,1.0,3.0,3.0,Rhode Island Secretary of State's Website,I prefer voting on election day,4.0,4.0
236,100,69,True,14,50-64,Prefer not to say,Not married,Hispanic or Latino/a,Catholic,,Some college,"Less than $30,000",,,3.0,Kamala Harris,3.0,3.0,3.0,3.0,Rhode Island Secretary of State's Website,I prefer voting on election day,4.0,4.0
237,100,43,True,5,65 or older,Female,Not married,Hispanic or Latino/a,Catholic,,,"Less than $30,000",Democrat,,3.0,Kamala Harris,3.0,2.0,3.0,1.0,,,4.0,4.0
238,100,71,True,9,30-39,Male,Not married,Hispanic or Latino/a,Other,Agnostic,Professional degree,"$30,000-$49,999",Independent,Definitely Wrong,3.0,Other,0.0,2.0,3.0,2.0,Rhode Island Secretary of State's Website,I prefer voting on election day,4.0,4.0
239,100,70,True,3,25-29,Male,Not married,Hispanic or Latino/a,Protestant / Other Christian Denomination,,4 year degree,"$100,000-$199,999",Independent,Somewhat Right,4.0,Donald Trump,1.0,2.0,3.0,3.0,Rhode Island Secretary of State's Website,I prefer voting on election day,4.0,4.0
240,100,99,True,8,25-29,Male,Married,"White,Black or African American",Buddhism,,4 year degree,"$50,000-$100,000",Democrat,Somewhat Wrong,3.0,Kamala Harris,0.0,1.0,2.0,1.0,Social Media,I prefer voting on election day,3.0,1.0
241,100,73,True,15,30-39,Male,Married,Hispanic or Latino/a,Catholic,,Some college,"$100,000-$199,999",Independent,Definitely Wrong,1.0,Donald Trump,1.0,1.0,0.0,1.0,Rhode Island Secretary of State's Website,I prefer voting on election day,3.0,3.0
242,100,80,True,15,30-39,Female,Not married,Hispanic or Latino/a,Other,,Some college,"Less than $30,000",Democrat,Somewhat Right,3.0,Kamala Harris,3.0,2.0,3.0,2.0,Rhode Island Secretary of State's Website,I prefer voting on election day,4.0,0.0
243,100,114,True,11,25-29,Female,Married,"Hispanic or Latino/a,Asian",Protestant / Other Christian Denomination,,High school graduate / GED,"Less than $30,000",Independent,Definitely Wrong,0.0,Donald Trump,3.0,3.0,3.0,2.0,"Friends/Family,Religious/Community Organizations",I do not trust mail-in voting,4.0,4.0
244,100,131,True,8,25-29,Male,Not married,Black or African American,,,4 year degree,"$50,000-$100,000",Independent,Somewhat Wrong,1.0,,3.0,2.0,2.0,2.0,Social Media,"I prefer voting on election day,I do not trust mail-in voting,I wanted to wait to learn more about the candidates",4.0,4.0
245,100,76,True,9,18-24,Female,Not married,Hispanic or Latino/a,,,High school graduate / GED,"$50,000-$100,000",Democrat,Unsure,1.0,Kamala Harris,0.0,0.0,0.0,0.0,Social Media,I prefer voting on election day,4.0,4.0
246,100,72,True,6,30-39,Male,Not married,Other,,,High school graduate / GED,"$200,000 or more",Republican,Definitely Wrong,0.0,Donald Trump,3.0,0.0,0.0,0.0,Social Media,I prefer voting on election day,4.0,3.0
247,100,102,True,6,40-49,Non-binary / Other,Married,White,Atheist,,2 year degree,"$100,000-$199,999",Democrat,Somewhat Right,3.0,Kamala Harris,3.0,1.0,3.0,3.0,Social Media,"I prefer voting on election day,Today was the best option for my schedule",4.0,4.0
248,100,73,True,8,30-39,Female,Not married,Hispanic or Latino/a,,,High school graduate / GED,"$30,000-$49,999",Independent,Definitely Wrong,0.0,Donald Trump,0.0,0.0,0.0,0.0,Friends/Family,I prefer voting on election day,4.0,4.0
249,100,72,True,9,50-64,Female,Not married,Hispanic or Latino/a,Catholic,,Some college,"Less than $30,000",Democrat,Definitely Right,4.0,Kamala Harris,3.0,3.0,3.0,3.0,Rhode Island Secretary of State's Website,I prefer voting on election day,4.0,4.0
250,100,42,True,14,40-49,Female,Not married,Hispanic or Latino/a,Catholic,,High school graduate / GED,"Less than $30,000",Democrat,Definitely Right,2.0,Kamala Harris,2.0,3.0,3.0,3.0,Rhode Island Secretary of State's Website,I prefer voting on election day,4.0,4.0
251,100,77,True,1,40-49,Female,Not married,White,,,Doctorate,"$100,000-$199,999",Democrat,Somewhat Wrong,3.0,Kamala Harris,2.0,2.0,3.0,0.0,Rhode Island Secretary of State's Website,Today was the best option for my schedule,3.0,1.0
252,100,67,True,3,18-24,Female,Not married,White,,,Professional degree,,Independent,Definitely Wrong,3.0,,3.0,2.0,2.0,1.0,Rhode Island Secretary of State's Website,I prefer voting on election day,4.0,3.0
253,100,52,True,3,25-29,Female,Not married,Black or African American,Protestant / Other Christian Denomination,,4 year degree,"$100,000-$199,999",Democrat,Somewhat Right,3.0,Kamala Harris,3.0,2.0,2.0,2.0,"Social Media,Friends/Family",I prefer voting on election day,4.0,3.0
254,100,60,True,5,40-49,Female,Not married,White,,,High school graduate / GED,"$50,000-$100,000",Independent,Somewhat Wrong,1.0,Kamala Harris,3.0,1.0,3.0,3.0,"211 Voter Hotline,The Voter Information Handbook sent to my house,Social Media",I forgot to vote early or by mail,4.0,1.0
255,100,66,True,9,50-64,Male,Married,Hispanic or Latino/a,,,4 year degree,"$30,000-$49,999",Independent,Unsure,1.0,Donald Trump,2.0,3.0,3.0,3.0,Friends/Family,I prefer voting on election day,4.0,4.0
256,100,98,True,14,25-29,Female,Not married,White,Other,,4 year degree,"$50,000-$100,000",Other third party,Unsure,1.0,Kamala Harris,1.0,1.0,2.0,2.0,"Rhode Island Secretary of State's Website,The Voter Information Handbook sent to my house,Friends/Family",I prefer voting on election day,4.0,4.0
257,100,85,True,12,30-39,Male,Not married,White,Atheist,,4 year degree,"$100,000-$199,999",Other third party,Somewhat Wrong,2.0,Kamala Harris,0.0,1.0,3.0,3.0,"Rhode Island Secretary of State's Website,The Voter Information Handbook sent to my house","I prefer voting on election day,I forgot to vote early or by mail",4.0,4.0
258,100,73,True,1,25-29,Male,Not married,White,Catholic,,4 year degree,"$30,000-$49,999",Republican,Unsure,3.0,Kamala Harris,3.0,2.0,2.0,2.0,Friends/Family,"I prefer voting on election day,Today was the best option for my schedule",4.0,3.0
259,100,71,True,9,40-49,Female,Not married,,,,Some college,"Less than $30,000",,Unsure,2.0,Kamala Harris,1.0,2.0,3.0,2.0,Social Media,I prefer voting on election day,4.0,4.0
260,100,46,True,14,30-39,Male,Not married,,,,4 year degree,"$200,000 or more",Independent,Definitely Wrong,0.0,Kamala Harris,2.0,0.0,1.0,3.0,Social Media,I prefer voting on election day,4.0,4.0
261,100,75,True,6,65 or older,Female,Not married,White,Catholic,,4 year degree,"$50,000-$100,000",Independent,Unsure,2.0,Kamala Harris,0.0,0.0,2.0,1.0,Social Media,"I prefer voting on election day,I do not trust mail-in voting,I wanted to wait to learn more about the candidates",0.0,1.0
262,100,154,True,12,50-64,Female,Not married,Black or African American,Other,Believer,Professional degree,"$100,000-$199,999",Independent,Definitely Wrong,1.0,Donald Trump,0.0,0.0,2.0,2.0,,I prefer voting on election day,3.0,3.0
263,100,79,True,11,25-29,Female,Not married,Black or African American,Catholic,,High school graduate / GED,"$30,000-$49,999",Democrat,Definitely Wrong,1.0,Kamala Harris,2.0,2.0,1.0,2.0,"Social Media,Friends/Family","I prefer voting on election day,I do not trust mail-in voting,Today was the best option for my schedule",4.0,4.0
264,100,70,True,15,30-39,Female,Not married,,,,Some college,"$50,000-$100,000",Republican,Somewhat Right,3.0,Donald Trump,2.0,3.0,3.0,3.0,Social Media,I prefer voting on election day,3.0,3.0
265,100,77,True,15,25-29,Male,Married,Black or African American,Protestant / Other Christian Denomination,,4 year degree,"$50,000-$100,000",Democrat,Unsure,3.0,Kamala Harris,1.0,1.0,2.0,2.0,"Rhode Island Secretary of State's Website,Social Media,Friends/Family",I prefer voting on election day,4.0,4.0
266,100,97,True,8,65 or older,Male,Married,White,Catholic,,Some college,"$30,000-$49,999",Republican,Definitely Wrong,0.0,Donald Trump,1.0,1.0,2.0,2.0,"Rhode Island Secretary of State's Website,Social Media,Friends/Family",I prefer voting on election day,0.0,3.0
267,100,81,True,6,50-64,Female,Married,Hispanic or Latino/a,Other,Christian,Professional degree,"$50,000-$100,000",Independent,Somewhat Right,1.0,Kamala Harris,1.0,1.0,3.0,3.0,The Voter Information Handbook sent to my house,I prefer voting on election day,1.0,1.0
268,100,148,True,11,30-39,Female,Not married,Hispanic or Latino/a,Catholic,,2 year degree,"$30,000-$49,999",Democrat,Unsure,1.0,,3.0,1.0,3.0,3.0,"Social Media,Friends/Family",I prefer voting on election day,4.0,4.0
269,100,73,True,9,30-39,Male,Married,Hispanic or Latino/a,Protestant / Other Christian Denomination,,High school graduate / GED,"$50,000-$100,000",Republican,Definitely Wrong,3.0,Donald Trump,2.0,3.0,3.0,3.0,Rhode Island Secretary of State's Website,I prefer voting on election day,3.0,4.0
270,100,57,True,5,65 or older,Male,Married,Other,Protestant / Other Christian Denomination,,Professional degree,"$50,000-$100,000",Democrat,Definitely Right,3.0,Kamala Harris,2.0,2.0,3.0,2.0,Friends/Family,"I prefer voting on election day,I do not trust mail-in voting,I wanted to wait to learn more about the candidates,Today was the best option for my schedule,I did not feel like I had all the information necessary to vote early or by mail",4.0,4.0
271,100,57,True,9,18-24,Male,Not married,Hispanic or Latino/a,Catholic,,4 year degree,"$100,000-$199,999",Independent,Unsure,3.0,Kamala Harris,1.0,1.0,3.0,3.0,Friends/Family,I prefer voting on election day,4.0,4.0
272,100,83,True,1,25-29,Male,Not married,White,Atheist,,Some college,"$30,000-$49,999",Democrat,Somewhat Wrong,3.0,Kamala Harris,2.0,2.0,3.0,2.0,"Rhode Island Secretary of State's Website,Social Media","I prefer voting on election day,I do not trust mail-in voting",4.0,4.0
273,100,104,True,8,50-64,Female,Married,Hispanic or Latino/a,Catholic,,4 year degree,"$30,000-$49,999",Democrat,Somewhat Right,3.0,Kamala Harris,2.0,2.0,3.0,3.0,The Voter Information Handbook sent to my house,I prefer voting on election day,4.0,4.0
274,100,169,True,1,18-24,Female,Not married,Black or African American,Other,agnostic,4 year degree,"$100,000-$199,999",Democrat,Somewhat Wrong,2.0,Kamala Harris,1.0,2.0,3.0,3.0,The Voter Information Handbook sent to my house,I prefer voting on election day,4.0,4.0
275,100,46,True,14,50-64,Male,Married,White,Catholic,,Some college,"$50,000-$100,000",Republican,Definitely Wrong,0.0,Donald Trump,3.0,0.0,2.0,3.0,,I prefer voting on election day,0.0,0.0
276,100,90,True,3,40-49,Male,,Black or African American,Other,Christian,4 year degree,"$30,000-$49,999",Democrat,Somewhat Right,3.0,Kamala Harris,2.0,2.0,2.0,2.0,Social Media,I prefer voting on election day,3.0,3.0
277,100,101,True,3,40-49,Male,Married,Black or African American,Protestant / Other Christian Denomination,,Doctorate,"$100,000-$199,999",Democrat,Somewhat Right,3.0,Kamala Harris,3.0,2.0,2.0,3.0,Social Media,I prefer voting on election day,4.0,3.0
278,100,140,True,8,18-24,Female,Married,Hispanic or Latino/a,,,High school graduate / GED,"Less than $30,000",Independent,Unsure,3.0,Kamala Harris,3.0,3.0,3.0,3.0,Friends/Family,I prefer voting on election day,4.0,4.0
279,100,59,True,6,30-39,Female,Not married,Hispanic or Latino/a,Catholic,,High school graduate / GED,"$30,000-$49,999",Republican,Unsure,2.0,Donald Trump,3.0,2.0,3.0,3.0,Rhode Island Secretary of State's Website,I prefer voting on election day,4.0,3.0
280,100,78,True,11,40-49,Female,Not married,Hispanic or Latino/a,Catholic,,Doctorate,"$100,000-$199,999",Democrat,Somewhat Right,3.0,Kamala Harris,3.0,0.0,0.0,2.0,Rhode Island Secretary of State's Website,I prefer voting on election day,4.0,4.0
281,100,53,True,5,30-39,Female,Married,White,,,Doctorate,"$50,000-$100,000",Democrat,Somewhat Wrong,3.0,Kamala Harris,2.0,2.0,3.0,1.0,"Rhode Island Secretary of State's Website,The Voter Information Handbook sent to my house",Today was the best option for my schedule,4.0,4.0
282,100,92,True,12,18-24,Male,Not married,White,Catholic,,Some college,"$200,000 or more",Republican,Definitely Wrong,3.0,Donald Trump,1.0,2.0,2.0,3.0,Rhode Island Secretary of State's Website,Today was the best option for my schedule,3.0,4.0
283,100,57,True,9,50-64,Male,Not married,Black or African American,Protestant / Other Christian Denomination,,High school graduate / GED,"$30,000-$49,999",Democrat,Definitely Right,4.0,Kamala Harris,2.0,3.0,2.0,2.0,The Voter Information Handbook sent to my house,I prefer voting on election day,4.0,4.0
284,100,78,True,6,50-64,Female,Not married,Hispanic or Latino/a,,,Less than High School,,Republican,,3.0,Donald Trump,1.0,2.0,3.0,3.0,Rhode Island Secretary of State's Website,I prefer voting on election day,4.0,4.0
285,100,71,True,9,50-64,Female,,Hispanic or Latino/a,Catholic,,Less than High School,"Less than $30,000",Democrat,Definitely Right,4.0,Kamala Harris,1.0,3.0,3.0,3.0,Rhode Island Secretary of State's Website,I prefer voting on election day,4.0,4.0
286,100,108,True,14,40-49,Female,Not married,White,Other,,Some college,"$50,000-$100,000",Independent,Somewhat Right,3.0,Kamala Harris,3.0,3.0,3.0,3.0,The Voter Information Handbook sent to my house,I prefer voting on election day,4.0,4.0
287,100,131,True,1,30-39,Female,Not married,White,,,4 year degree,"$50,000-$100,000",Other third party,Somewhat Wrong,1.0,Other,2.0,1.0,3.0,3.0,"Social Media,Religious/Community Organizations",Today was the best option for my schedule,4.0,4.0
288,100,78,True,1,18-24,Female,Not married,White,Atheist,,Professional degree,"$50,000-$100,000",Democrat,Somewhat Wrong,1.0,Kamala Harris,1.0,1.0,3.0,3.0,Rhode Island Secretary of State's Website,I prefer voting on election day,4.0,4.0
289,100,67,True,3,40-49,Female,Married,Hispanic or Latino/a,Catholic,,Some college,"$30,000-$49,999",Democrat,Unsure,2.0,Kamala Harris,0.0,2.0,0.0,0.0,"Friends/Family,Religious/Community Organizations",I prefer voting on election day,3.0,3.0
290,100,84,True,14,40-49,Male,Not married,White,Protestant / Other Christian Denomination,,Some college,"$100,000-$199,999",Democrat,Somewhat Right,1.0,Kamala Harris,3.0,0.0,0.0,1.0,Social Media,Today was the best option for my schedule,3.0,3.0
291,100,96,True,1,30-39,Male,Not married,White,Protestant / Other Christian Denomination,,4 year degree,"$50,000-$100,000",Democrat,Somewhat Wrong,3.0,Kamala Harris,1.0,2.0,3.0,3.0,Rhode Island Secretary of State's Website,I prefer voting on election day,4.0,4.0
292,100,63,True,6,25-29,Male,Not married,Hispanic or Latino/a,Atheist,,4 year degree,"$30,000-$49,999",Democrat,Somewhat Wrong,1.0,Kamala Harris,1.0,1.0,3.0,2.0,Social Media,I prefer voting on election day,4.0,4.0
293,100,125,True,11,50-64,Female,Not married,Other,Catholic,,Some college,"$30,000-$49,999",Democrat,Somewhat Wrong,1.0,Kamala Harris,3.0,2.0,3.0,3.0,,,4.0,4.0
294,100,91,True,3,30-39,Female,Married,White,Protestant / Other Christian Denomination,,Doctorate,"$200,000 or more",Democrat,Somewhat Wrong,3.0,Kamala Harris,2.0,2.0,3.0,3.0,"The Voter Information Handbook sent to my house,Social Media,Friends/Family","I prefer voting on election day,Today was the best option for my schedule",4.0,3.0
295,100,64,True,8,50-64,Male,Not married,Black or African American,Catholic,,Professional degree,"$30,000-$49,999",Democrat,Somewhat Right,3.0,Kamala Harris,2.0,1.0,2.0,1.0,Social Media,I prefer voting on election day,3.0,4.0
296,100,74,True,12,30-39,Male,Not married,White,Catholic,,4 year degree,"$30,000-$49,999",Republican,Somewhat Right,1.0,Donald Trump,1.0,0.0,2.0,2.0,Rhode Island Secretary of State's Website,I prefer voting on election day,3.0,3.0
297,100,56,True,5,25-29,Female,Not married,Hispanic or Latino/a,Protestant / Other Christian Denomination,,4 year degree,"$50,000-$100,000",Republican,Somewhat Wrong,1.0,Donald Trump,2.0,2.0,2.0,2.0,Friends/Family,I prefer voting on election day,4.0,3.0
298,100,172,True,9,18-24,Female,Not married,Hispanic or Latino/a,Catholic,,Some college,"Less than $30,000",Democrat,Somewhat Wrong,3.0,Kamala Harris,3.0,2.0,2.0,1.0,"Rhode Island Secretary of State's Website,Social Media,Friends/Family",I prefer voting on election day,4.0,4.0
299,100,78,True,6,18-24,Female,Not married,Black or African American,Islam,,Less than High School,"Less than $30,000",Democrat,Somewhat Wrong,3.0,Kamala Harris,3.0,3.0,3.0,3.0,"Social Media,Friends/Family",I prefer voting on election day,4.0,4.0
300,100,73,True,8,50-64,Male,Married,Hispanic or Latino/a,Catholic,,Less than High School,"Less than $30,000",Republican,Somewhat Wrong,1.0,Donald Trump,3.0,3.0,3.0,3.0,Friends/Family,I prefer voting on election day,4.0,4.0
301,100,149,True,8,50-64,Male,Not married,Hispanic or Latino/a,Protestant / Other Christian Denomination,,Some college,"$50,000-$100,000",Republican,Definitely Wrong,0.0,Donald Trump,3.0,0.0,0.0,0.0,Rhode Island Secretary of State's Website,Today was the best option for my schedule,0.0,4.0
302,100,71,True,1,30-39,Female,Married,White,,,4 year degree,"$200,000 or more",Democrat,Somewhat Wrong,0.0,Kamala Harris,2.0,1.0,2.0,1.0,Social Media,Today was the best option for my schedule,4.0,4.0
303,100,204,True,12,40-49,Male,Not married,White,,,4 year degree,"$30,000-$49,999",Independent,Somewhat Wrong,2.0,Kamala Harris,1.0,1.0,3.0,2.0,Rhode Island Secretary of State's Website,Today was the best option for my schedule,4.0,4.0
304,100,77,True,1,50-64,Male,Not married,White,Catholic,,Professional degree,"$200,000 or more",Democrat,Somewhat Right,3.0,,3.0,2.0,3.0,3.0,"Rhode Island Secretary of State's Website,Social Media",I prefer voting on election day,3.0,4.0
305,100,104,True,8,50-64,Female,Married,Hispanic or Latino/a,Catholic,,Some college,"$50,000-$100,000",Democrat,Somewhat Wrong,4.0,Kamala Harris,3.0,0.0,3.0,1.0,,,4.0,1.0
306,100,79,True,6,65 or older,Female,Not married,White,Atheist,,Professional degree,"$100,000-$199,999",Democrat,Somewhat Right,2.0,Kamala Harris,3.0,2.0,3.0,3.0,Social Media,I prefer voting on election day,4.0,4.0
307,100,58,True,5,40-49,Female,Not married,Hispanic or Latino/a,Catholic,,Some college,"$30,000-$49,999",Democrat,Unsure,3.0,Kamala Harris,1.0,1.0,3.0,3.0,Social Media,"I prefer voting on election day,I do not trust mail-in voting",3.0,3.0
308,100,88,True,1,25-29,Male,Not married,White,Atheist,,4 year degree,"$30,000-$49,999",Democrat,Somewhat Right,3.0,Kamala Harris,1.0,2.0,2.0,2.0,Rhode Island Secretary of State's Website,I prefer voting on election day,4.0,4.0
309,100,65,True,3,50-64,Male,Married,White,Catholic,,4 year degree,"$200,000 or more",Republican,Definitely Wrong,0.0,Kamala Harris,3.0,2.0,3.0,3.0,Rhode Island Secretary of State's Website,I prefer voting on election day,4.0,1.0
310,100,121,True,14,18-24,Male,Not married,White,,,Some college,"$30,000-$49,999",Democrat,Somewhat Right,4.0,Kamala Harris,3.0,2.0,3.0,3.0,"The Voter Information Handbook sent to my house,Social Media,Friends/Family",I prefer voting on election day,3.0,4.0
311,100,79,True,8,50-64,Male,Married,Hispanic or Latino/a,Catholic,,High school graduate / GED,"$50,000-$100,000",Democrat,Unsure,2.0,Kamala Harris,3.0,2.0,3.0,2.0,Rhode Island Secretary of State's Website,I prefer voting on election day,4.0,3.0
312,100,79,True,12,40-49,Female,Not married,White,Catholic,,4 year degree,"$200,000 or more",Democrat,Somewhat Right,3.0,Kamala Harris,3.0,2.0,3.0,2.0,The Voter Information Handbook sent to my house,I prefer voting on election day,4.0,0.0
313,100,63,True,6,65 or older,Female,Not married,Black or African American,Protestant / Other Christian Denomination,,Less than High School,"Less than $30,000",Democrat,Somewhat Right,4.0,Kamala Harris,3.0,3.0,2.0,2.0,Social Media,I prefer voting on election day,4.0,3.0
314,100,98,True,14,30-39,Female,Married,White,Other,Eastern Orthodox,Some college,"$50,000-$100,000",Other third party,Definitely Wrong,0.0,Other,3.0,0.0,3.0,3.0,Friends/Family,"I prefer voting on election day,Today was the best option for my schedule",4.0,4.0
315,100,83,True,8,65 or older,Male,Married,Hispanic or Latino/a,Catholic,,Some college,"$200,000 or more",Republican,Definitely Wrong,0.0,Donald Trump,2.0,0.0,2.0,2.0,The Voter Information Handbook sent to my house,I do not trust mail-in voting,4.0,0.0
316,100,68,True,1,25-29,Female,Not married,White,Catholic,,Professional degree,"$100,000-$199,999",Democrat,Somewhat Right,3.0,Kamala Harris,3.0,2.0,3.0,3.0,"Rhode Island Secretary of State's Website,Social Media",I prefer voting on election day,4.0,3.0
317,100,69,True,1,65 or older,Female,Not married,White,Judaism,,,,Democrat,Definitely Wrong,0.0,Kamala Harris,3.0,2.0,3.0,3.0,Rhode Island Secretary of State's Website,I prefer voting on election day,4.0,4.0
318,100,55,True,5,50-64,Female,Married,White,Protestant / Other Christian Denomination,,2 year degree,"$50,000-$100,000",Republican,Unsure,2.0,Donald Trump,0.0,2.0,3.0,3.0,Friends/Family,I prefer voting on election day,4.0,4.0
319,100,62,True,3,65 or older,Female,Married,White,,,4 year degree,"$200,000 or more",Democrat,Definitely Wrong,0.0,Kamala Harris,3.0,2.0,3.0,3.0,Rhode Island Secretary of State's Website,Today was the best option for my schedule,4.0,4.0
320,100,86,True,3,30-39,Female,Married,White,Atheist,,Professional degree,"$200,000 or more",Independent,Unsure,3.0,Kamala Harris,0.0,1.0,3.0,3.0,The Voter Information Handbook sent to my house,Today was the best option for my schedule,4.0,4.0
321,100,110,True,8,18-24,Female,Not married,Hispanic or Latino/a,Catholic,,4 year degree,"$30,000-$49,999",Republican,Somewhat Wrong,1.0,Donald Trump,0.0,1.0,2.0,2.0,"Rhode Island Secretary of State's Website,Social Media,Friends/Family,Religious/Community Organizations","I prefer voting on election day,Today was the best option for my schedule",4.0,3.0
322,100,94,True,8,40-49,Female,Married,Hispanic or Latino/a,Catholic,,High school graduate / GED,"Less than $30,000",Democrat,Somewhat Right,3.0,Kamala Harris,3.0,3.0,3.0,3.0,"Rhode Island Secretary of State's Website,Friends/Family",I prefer voting on election day,3.0,3.0
323,100,93,True,6,65 or older,Female,Not married,Other,Catholic,,Some college,"Less than $30,000",Independent,Definitely Wrong,0.0,Other,2.0,1.0,2.0,2.0,The Voter Information Handbook sent to my house,I prefer voting on election day,4.0,1.0
324,100,261,True,8,50-64,Male,Married,Hispanic or Latino/a,Catholic,,High school graduate / GED,"$30,000-$49,999",Democrat,Somewhat Right,3.0,Donald Trump,2.0,2.0,2.0,3.0,Rhode Island Secretary of State's Website,I prefer voting on election day,4.0,4.0
325,100,72,True,8,50-64,Male,Married,Asian,Buddhism,,2 year degree,"$30,000-$49,999",Independent,Definitely Right,3.0,Kamala Harris,2.0,2.0,3.0,3.0,Social Media,I prefer voting on election day,4.0,4.0
326,100,83,True,14,30-39,Female,Married,Black or African American,Atheist,,4 year degree,"$50,000-$100,000",Independent,Somewhat Wrong,3.0,Kamala Harris,2.0,2.0,3.0,2.0,"The Voter Information Handbook sent to my house,Social Media,Friends/Family","I prefer voting on election day,Today was the best option for my schedule",4.0,4.0
327,100,78,True,14,30-39,Male,Married,"Hispanic or Latino/a,American Indian or Alaska Native",Protestant / Other Christian Denomination,,Some college,"$50,000-$100,000",Democrat,Somewhat Wrong,2.0,Kamala Harris,3.0,2.0,3.0,3.0,"Rhode Island Secretary of State's Website,Social Media",I prefer voting on election day,4.0,4.0
328,100,61,True,5,40-49,Male,Not married,White,Atheist,,Some college,"$100,000-$199,999",Independent,Definitely Wrong,0.0,Kamala Harris,3.0,0.0,3.0,3.0,Rhode Island Secretary of State's Website,I prefer voting on election day,4.0,3.0
