StartDate,EndDate,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,ResponseId,Q1,Q2,Q3,Q4,Q5,Q6,,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20
11/12/2024 18:40:41,11/12/2024 18:41:39,100,57,True,11/12/2024 18:41:40,R_3HIlW39cpnj2F8A,,,,,41.8244,-71.408,anonymous,EN,R_3HIlW39cpnj2F8A,9,18-24,Male,Not married,Hispanic or Latino/a,Catholic,,4 year degree,"$100,000-$199,999",Independent,Unsure,Somewhat Right,Kamala Harris,Somewhat Excited,Not Very Confident,Very Confident,Very Confident,Friends/Family,I prefer voting on election day,Definitely,Definitely
11/12/2024 18:40:21,11/12/2024 18:41:44,100,83,True,11/12/2024 18:41:45,R_73iP0wINXn9GKxX,,,,,41.8244,-71.408,anonymous,EN,R_73iP0wINXn9GKxX,1,25-29,Male,Not married,White,Atheist,,Some college,"$30,000-$49,999",Democrat,Somewhat Wrong,Somewhat Right,Kamala Harris,Very Excited,Somewhat Confident,Very Confident,Somewhat Confident,"Rhode Island Secretary of State's Website,Social Media","I prefer voting on election day,I do not trust mail-in voting",Definitely,Definitely
11/12/2024 18:40:03,11/12/2024 18:41:47,100,104,True,11/12/2024 18:41:47,R_3nMmmsFreda7bgW,,,,,41.8244,-71.408,anonymous,ES-ES,R_3nMmmsFreda7bgW,8,50-64,Female,Married,Hispanic or Latino/a,Catholic,,4 year degree,"$30,000-$49,999",Democrat,Somewhat Right,Somewhat Right,Kamala Harris,Very Excited,Somewhat Confident,Very Confident,Very Confident,The Voter Information Handbook sent to my house,I prefer voting on election day,Definitely,Definitely
11/12/2024 18:39:04,11/12/2024 18:41:53,100,169,True,11/12/2024 18:41:54,R_30lneq1HpXlDxiV,,,,,41.8244,-71.408,anonymous,EN,R_30lneq1HpXlDxiV,1,18-24,Female,Not married,Black or African American,Other,agnostic,4 year degree,"$100,000-$199,999",Democrat,Somewhat Wrong,Unsure,Kamala Harris,Somewhat Excited,Unsure,Very Confident,Very Confident,The Voter Information Handbook sent to my house,I prefer voting on election day,Definitely,I would need more information to make a decision
11/12/2024 18:41:11,11/12/2024 18:41:57,100,46,True,11/12/2024 18:41:58,R_6dtr9PcG21iOEKN,,,,,41.8244,-71.408,anonymous,EN,R_6dtr9PcG21iOEKN,14,50-64,Male,Married,White,Catholic,,Some college,"$50,000-$100,000",Republican,Definitely Wrong,Definitely Wrong,Donald Trump,Extremely Excited,Not at All Confident,Somewhat Confident,Very Confident,,I prefer voting on election day,Definitely Not,Definitely Not
11/12/2024 18:40:28,11/12/2024 18:41:58,100,90,True,11/12/2024 18:41:59,R_5iI2C7PYrhUlLma,,,,,42.3562,-71.0631,anonymous,EN,R_5iI2C7PYrhUlLma,3,40-49,Male,,Black or African American,Other,Christian,4 year degree,"$30,000-$49,999",Democrat,Somewhat Right,Somewhat Right,Kamala Harris,Very Excited,Somewhat Confident,Somewhat Confident,Somewhat Confident,Social Media,I prefer voting on election day,Probably,Probably
11/12/2024 18:40:23,11/12/2024 18:42:04,100,101,True,11/12/2024 18:42:06,R_6tDbKugG44oAYzf,,,,,41.8244,-71.408,anonymous,EN,R_6tDbKugG44oAYzf,3,40-49,Male,Married,Black or African American,Protestant / Other Christian Denomination,,Doctorate,"$100,000-$199,999",Democrat,Somewhat Right,Somewhat Right,Kamala Harris,Extremely Excited,Unsure,Somewhat Confident,Very Confident,Social Media,I prefer voting on election day,Definitely,Probably
11/12/2024 18:39:55,11/12/2024 18:42:16,100,140,True,11/12/2024 18:42:16,R_5CgAiJgcGE9tZvK,,,,,41.8244,-71.408,anonymous,EN,R_5CgAiJgcGE9tZvK,8,18-24,Female,Married,Hispanic or Latino/a,None,,High school graduate / GED,"Less than $30,000",Independent,Unsure,Somewhat Right,Kamala Harris,Extremely Excited,Very Confident,Very Confident,Very Confident,Friends/Family,I prefer voting on election day,Definitely,Definitely
11/12/2024 18:41:23,11/12/2024 18:42:22,100,59,True,11/12/2024 18:42:22,R_13qg3RXKn5jCyNb,,,,,41.8244,-71.408,anonymous,EN,R_13qg3RXKn5jCyNb,6,30-39,Female,Not married,Hispanic or Latino/a,Catholic,,High school graduate / GED,"$30,000-$49,999",Republican,Unsure,Unsure,Donald Trump,Extremely Excited,Somewhat Confident,Very Confident,Very Confident,Rhode Island Secretary of State's Website,I prefer voting on election day,Definitely,Probably
11/12/2024 18:41:10,11/12/2024 18:42:28,100,78,True,11/12/2024 18:42:28,R_7PTrrurUxCt6DGT,,,,,41.8244,-71.408,anonymous,EN,R_7PTrrurUxCt6DGT,11,40-49,Female,Not married,Hispanic or Latino/a,Catholic,,Doctorate,"$100,000-$199,999",Democrat,Somewhat Right,Somewhat Right,Kamala Harris,Extremely Excited,Not at All Confident,Not at All Confident,Somewhat Confident,Rhode Island Secretary of State's Website,I prefer voting on election day,Definitely,I would need more information to make a decision
11/12/2024 18:41:36,11/12/2024 18:42:29,100,53,True,11/12/2024 18:42:30,R_6KDhSsPSaaff6jg,,,,,40.7123,-74.0068,anonymous,EN,R_6KDhSsPSaaff6jg,5,30-39,Female,Married,White,None,,Doctorate,"$50,000-$100,000",Democrat,Somewhat Wrong,Somewhat Right,Kamala Harris,Very Excited,Somewhat Confident,Very Confident,Not Very Confident,"Rhode Island Secretary of State's Website,The Voter Information Handbook sent to my house",Today was the best option for my schedule,Definitely,Definitely
11/12/2024 18:40:58,11/12/2024 18:42:30,100,92,True,11/12/2024 18:42:30,R_6MlqHZs8JwGEMhc,,,,,41.8244,-71.408,anonymous,EN,R_6MlqHZs8JwGEMhc,12,18-24,Male,Not married,White,Catholic,,Some college,"$200,000 or more",Republican,Definitely Wrong,Somewhat Right,Donald Trump,Somewhat Excited,Somewhat Confident,Somewhat Confident,Very Confident,Rhode Island Secretary of State's Website,Today was the best option for my schedule,Probably,I would need more information to make a decision
11/12/2024 18:41:39,11/12/2024 18:42:36,100,57,True,11/12/2024 18:42:36,R_5puuU1oHg0832cK,,,,,41.8244,-71.408,anonymous,EN,R_5puuU1oHg0832cK,9,50-64,Male,Not married,Black or African American,Protestant / Other Christian Denomination,,High school graduate / GED,"$30,000-$49,999",Democrat,Definitely Right,Definitely Right,Kamala Harris,Very Excited,Very Confident,Somewhat Confident,Somewhat Confident,The Voter Information Handbook sent to my house,I prefer voting on election day,Definitely,Definitely
11/12/2024 18:41:18,11/12/2024 18:42:36,100,78,True,11/12/2024 18:42:37,R_6dT9PE4IrkVnz07,,,,,41.8244,-71.408,anonymous,ES-ES,R_6dT9PE4IrkVnz07,6,50-64,Female,Not married,Hispanic or Latino/a,,,Less than High School,,Republican,,Somewhat Right,Donald Trump,Somewhat Excited,Somewhat Confident,,,Rhode Island Secretary of State's Website,I prefer voting on election day,Definitely,Definitely
11/12/2024 18:41:44,11/12/2024 18:42:56,100,71,True,11/12/2024 18:42:56,R_3NDrQLNewNbS7iW,,,,,41.8244,-71.408,anonymous,ES-ES,R_3NDrQLNewNbS7iW,9,50-64,Female,,Hispanic or Latino/a,Catholic,,Less than High School,"Less than $30,000",Democrat,Definitely Right,Definitely Right,Kamala Harris,Somewhat Excited,Very Confident,Very Confident,Very Confident,Rhode Island Secretary of State's Website,I prefer voting on election day,Definitely,Definitely
11/12/2024 18:41:07,11/12/2024 18:42:56,100,108,True,11/12/2024 18:42:56,R_5PsPSWOjLAQ7j2b,,,,,41.8244,-71.408,anonymous,EN,R_5PsPSWOjLAQ7j2b,14,40-49,Female,Not married,White,Other,,Some college,"$50,000-$100,000",Independent,Somewhat Right,Somewhat Right,Kamala Harris,Extremely Excited,Very Confident,Very Confident,Very Confident,The Voter Information Handbook sent to my house,I prefer voting on election day,Definitely,I would need more information to make a decision
11/12/2024 18:41:03,11/12/2024 18:43:14,100,131,True,11/12/2024 18:43:14,R_7SCCqSQViBsWE6C,,,,,41.8244,-71.408,anonymous,EN,R_7SCCqSQViBsWE6C,1,30-39,Female,Not married,White,None,,4 year degree,"$50,000-$100,000",Other third party,Somewhat Wrong,Somewhat Wrong,Other,Very Excited,Not Very Confident,Very Confident,Very Confident,"Social Media,Religious/Community Organizations",Today was the best option for my schedule,Definitely,Definitely
11/12/2024 18:41:57,11/12/2024 18:43:15,100,78,True,11/12/2024 18:43:16,R_3lWekf1W7EqovQF,,,,,41.8244,-71.408,anonymous,EN,R_3lWekf1W7EqovQF,1,18-24,Female,Not married,White,Atheist,,Professional degree,"$50,000-$100,000",Democrat,Somewhat Wrong,Somewhat Wrong,Kamala Harris,Somewhat Excited,Not Very Confident,Very Confident,Very Confident,Rhode Island Secretary of State's Website,I prefer voting on election day,Definitely,Definitely
11/12/2024 18:42:08,11/12/2024 18:43:15,100,67,True,11/12/2024 18:43:16,R_15Hf6mWl92h1gGX,,,,,42.3562,-71.0631,anonymous,EN,R_15Hf6mWl92h1gGX,3,40-49,Female,Married,Hispanic or Latino/a,Catholic,,Some college,"$30,000-$49,999",Democrat,Unsure,Unsure,Kamala Harris,Not Very Excited,Unsure,Not at All Confident,Not at All Confident,"Friends/Family,Religious/Community Organizations",I prefer voting on election day,Probably,Probably
11/12/2024 18:42:03,11/12/2024 18:43:27,100,84,True,11/12/2024 18:43:28,R_6j0xNsnLMeKF5Nf,,,,,41.8244,-71.408,anonymous,EN,R_6j0xNsnLMeKF5Nf,14,40-49,Male,Not married,White,Protestant / Other Christian Denomination,,Some college,"$100,000-$199,999",Democrat,Somewhat Right,Somewhat Wrong,Kamala Harris,Not at all Excited,Not at All Confident,Not at All Confident,Not Very Confident,Social Media,Today was the best option for my schedule,Probably,Probably
11/12/2024 18:41:54,11/12/2024 18:43:30,100,96,True,11/12/2024 18:43:31,R_51EQJYPY2Np30g4,,,,,41.8244,-71.408,anonymous,EN,R_51EQJYPY2Np30g4,1,30-39,Male,Not married,White,Protestant / Other Christian Denomination,,4 year degree,"$50,000-$100,000",Democrat,Somewhat Wrong,Somewhat Right,Kamala Harris,Somewhat Excited,Somewhat Confident,Very Confident,Very Confident,Rhode Island Secretary of State's Website,I prefer voting on election day,Definitely,Definitely
11/12/2024 18:42:27,11/12/2024 18:43:30,100,63,True,11/12/2024 18:43:31,R_1j71czstRWso7Gl,,,,,41.8244,-71.408,anonymous,EN,R_1j71czstRWso7Gl,6,25-29,Male,Not married,Hispanic or Latino/a,Atheist,,4 year degree,"$30,000-$49,999",Democrat,Somewhat Wrong,Somewhat Wrong,Kamala Harris,Somewhat Excited,Not Very Confident,Very Confident,Somewhat Confident,Social Media,I prefer voting on election day,Definitely,Definitely
11/12/2024 18:41:25,11/12/2024 18:43:31,100,125,True,11/12/2024 18:43:32,R_3aAY5dEp3xcG289,,,,,41.8244,-71.408,anonymous,EN,R_3aAY5dEp3xcG289,11,50-64,Female,Not married,Other,Catholic,,Some college,"$30,000-$49,999",Democrat,Somewhat Wrong,Somewhat Wrong,Kamala Harris,Extremely Excited,Somewhat Confident,,,,,,
11/12/2024 18:42:12,11/12/2024 18:43:44,100,91,True,11/12/2024 18:43:44,R_7Dd8xLzc6sjgSyN,,,,,41.8244,-71.408,anonymous,EN,R_7Dd8xLzc6sjgSyN,3,30-39,Female,Married,White,Protestant / Other Christian Denomination,,Doctorate,"$200,000 or more",Democrat,Somewhat Wrong,Somewhat Right,Kamala Harris,Very Excited,Somewhat Confident,Very Confident,Very Confident,"The Voter Information Handbook sent to my house,Social Media,Friends/Family","I prefer voting on election day,Today was the best option for my schedule",Definitely,Probably
11/12/2024 18:42:46,11/12/2024 18:43:51,100,64,True,11/12/2024 18:43:52,R_3GvNxONIF4R7PAR,,,,,41.8244,-71.408,anonymous,EN,R_3GvNxONIF4R7PAR,8,50-64,Male,Not married,Black or African American,Catholic,,Professional degree,"$30,000-$49,999",Democrat,Somewhat Right,Somewhat Right,Kamala Harris,Very Excited,Not Very Confident,Somewhat Confident,Not Very Confident,Social Media,I prefer voting on election day,Probably,Definitely
11/12/2024 18:42:37,11/12/2024 18:43:52,100,74,True,11/12/2024 18:43:52,R_7qdClLgBbwsw6xy,,,,,41.8244,-71.408,anonymous,EN,R_7qdClLgBbwsw6xy,12,30-39,Male,Not married,White,Catholic,,4 year degree,"$30,000-$49,999",Republican,Somewhat Right,Somewhat Wrong,Donald Trump,Somewhat Excited,Not at All Confident,Somewhat Confident,Somewhat Confident,Rhode Island Secretary of State's Website,I prefer voting on election day,Probably,Probably
11/12/2024 18:43:00,11/12/2024 18:43:57,100,56,True,11/12/2024 18:43:57,R_7CoZw4EYMeAxwfp,,,,,40.7123,-74.0068,anonymous,EN,R_7CoZw4EYMeAxwfp,5,25-29,Female,Not married,Hispanic or Latino/a,Protestant / Other Christian Denomination,,4 year degree,"$50,000-$100,000",Republican,Somewhat Wrong,Somewhat Wrong,Donald Trump,Very Excited,Somewhat Confident,Somewhat Confident,Somewhat Confident,Friends/Family,I prefer voting on election day,Definitely,Probably
11/12/2024 18:41:05,11/12/2024 18:43:58,100,172,True,11/12/2024 18:43:59,R_3QYiXaRT95DlSfw,,,,,41.8244,-71.408,anonymous,EN,R_3QYiXaRT95DlSfw,9,18-24,Female,Not married,Hispanic or Latino/a,Catholic,,Some college,"Less than $30,000",Democrat,Somewhat Wrong,Somewhat Right,Kamala Harris,Extremely Excited,Somewhat Confident,Somewhat Confident,Not Very Confident,"Rhode Island Secretary of State's Website,Social Media,Friends/Family",I prefer voting on election day,Definitely,I would need more information to make a decision
11/12/2024 18:42:45,11/12/2024 18:44:04,100,78,True,11/12/2024 18:44:04,R_71inysfoUHORnn0,,,,,41.8244,-71.408,anonymous,EN,R_71inysfoUHORnn0,6,18-24,Female,Not married,Black or African American,Islam,,Less than High School,"Less than $30,000",Democrat,Somewhat Wrong,Somewhat Right,Kamala Harris,Extremely Excited,Very Confident,Unsure,Unsure,"Social Media,Friends/Family",I prefer voting on election day,Definitely,I would need more information to make a decision
11/12/2024 18:43:02,11/12/2024 18:44:15,100,73,True,11/12/2024 18:44:16,R_17r0ziQio8CojJb,,,,,41.8244,-71.408,anonymous,EN,R_17r0ziQio8CojJb,8,50-64,Male,Married,Hispanic or Latino/a,Catholic,,Less than High School,"Less than $30,000",Republican,Somewhat Wrong,Somewhat Wrong,Donald Trump,Extremely Excited,Very Confident,Very Confident,Very Confident,Friends/Family,I prefer voting on election day,Definitely,Definitely
11/12/2024 18:41:52,11/12/2024 18:44:21,100,149,True,11/12/2024 18:44:22,R_5wTs08bh5De4Ein,,,,,41.8244,-71.408,anonymous,ES-ES,R_5wTs08bh5De4Ein,8,50-64,Male,Not married,Hispanic or Latino/a,Protestant / Other Christian Denomination,,Some college,"$50,000-$100,000",Republican,Definitely Wrong,Definitely Wrong,Donald Trump,Extremely Excited,Not at All Confident,Not at All Confident,Not at All Confident,Rhode Island Secretary of State's Website,Today was the best option for my schedule,Definitely Not,Definitely
11/12/2024 18:43:21,11/12/2024 18:44:33,100,71,True,11/12/2024 18:44:33,R_3dgU1fV9gJFYx7v,,,,,41.8244,-71.408,anonymous,EN,R_3dgU1fV9gJFYx7v,1,30-39,Female,Married,White,None,,4 year degree,"$200,000 or more",Democrat,Somewhat Wrong,Definitely Wrong,Kamala Harris,Very Excited,Not Very Confident,Somewhat Confident,Not Very Confident,Social Media,Today was the best option for my schedule,Definitely,I would need more information to make a decision
11/12/2024 18:41:10,11/12/2024 18:44:34,100,204,True,11/12/2024 18:44:34,R_79yi5CFMhp71jQB,,,,,41.8244,-71.408,anonymous,EN,R_79yi5CFMhp71jQB,12,40-49,Male,Not married,White,None,,4 year degree,"$30,000-$49,999",Independent,Somewhat Wrong,Unsure,Kamala Harris,Somewhat Excited,Not Very Confident,Very Confident,Somewhat Confident,Rhode Island Secretary of State's Website,Today was the best option for my schedule,I would need more information to make a decision,I would need more information to make a decision
11/12/2024 18:43:16,11/12/2024 18:44:34,100,77,True,11/12/2024 18:44:34,R_1huKpH7wwApGK6X,,,,,41.8244,-71.408,anonymous,EN,R_1huKpH7wwApGK6X,1,50-64,Male,Not married,White,Catholic,,Professional degree,"$200,000 or more",Democrat,Somewhat Right,Somewhat Right,,,,Very Confident,Very Confident,"Rhode Island Secretary of State's Website,Social Media",I prefer voting on election day,Probably,I would need more information to make a decision
11/12/2024 18:42:56,11/12/2024 18:44:41,100,104,True,11/12/2024 18:44:41,R_3M523eh52vJBsA5,,,,,41.8244,-71.408,anonymous,EN,R_3M523eh52vJBsA5,8,50-64,Female,Married,Hispanic or Latino/a,Catholic,,Some college,"$50,000-$100,000",Democrat,Somewhat Wrong,Definitely Right,Kamala Harris,Extremely Excited,Not at All Confident,Very Confident,Not Very Confident,,,I would need more information to make a decision,Probably Not
11/12/2024 18:43:36,11/12/2024 18:44:56,100,79,True,11/12/2024 18:44:57,R_1NX5j7LIqgeSdE7,,,,,41.8244,-71.408,anonymous,EN,R_1NX5j7LIqgeSdE7,6,65 or older,Female,Not married,White,Atheist,,Professional degree,"$100,000-$199,999",Democrat,Somewhat Right,Unsure,Kamala Harris,Extremely Excited,Somewhat Confident,Very Confident,Very Confident,Social Media,I prefer voting on election day,Definitely,I would need more information to make a decision
11/12/2024 18:44:00,11/12/2024 18:44:58,100,58,True,11/12/2024 18:44:59,R_1HxAQTyTfWj7CVP,,,,,40.7123,-74.0068,anonymous,EN,R_1HxAQTyTfWj7CVP,5,40-49,Female,Not married,Hispanic or Latino/a,Catholic,,Some college,"$30,000-$49,999",Democrat,Unsure,Somewhat Right,Kamala Harris,Somewhat Excited,Not Very Confident,Very Confident,Very Confident,Social Media,"I prefer voting on election day,I do not trust mail-in voting",Probably,Probably
11/12/2024 18:43:37,11/12/2024 18:45:06,100,88,True,11/12/2024 18:45:07,R_3EWGaU9jlithW8I,,,,,41.8244,-71.408,anonymous,EN,R_3EWGaU9jlithW8I,1,25-29,Male,Not married,White,Atheist,,4 year degree,"$30,000-$49,999",Democrat,Somewhat Right,Somewhat Right,Kamala Harris,Somewhat Excited,Unsure,Somewhat Confident,Somewhat Confident,Rhode Island Secretary of State's Website,I prefer voting on election day,Definitely,Definitely
11/12/2024 18:44:01,11/12/2024 18:45:06,100,65,True,11/12/2024 18:45:07,R_1VdQiku0uRSijUU,,,,,41.8244,-71.408,anonymous,EN,R_1VdQiku0uRSijUU,3,50-64,Male,Married,White,Catholic,,4 year degree,"$200,000 or more",Republican,Definitely Wrong,Definitely Wrong,Kamala Harris,Extremely Excited,Somewhat Confident,Very Confident,Very Confident,Rhode Island Secretary of State's Website,I prefer voting on election day,Definitely,Probably Not
11/12/2024 18:43:07,11/12/2024 18:45:09,100,121,True,11/12/2024 18:45:10,R_1HPz3LHNqCRVl61,,,,,41.8244,-71.408,anonymous,EN,R_1HPz3LHNqCRVl61,14,18-24,Male,Not married,White,None,,Some college,"$30,000-$49,999",Democrat,Somewhat Right,Definitely Right,Kamala Harris,Extremely Excited,Somewhat Confident,Very Confident,Very Confident,"The Voter Information Handbook sent to my house,Social Media,Friends/Family",I prefer voting on election day,Probably,Definitely
11/12/2024 18:43:58,11/12/2024 18:45:18,100,79,True,11/12/2024 18:45:19,R_165YmxOGrO7axtC,,,,,41.8244,-71.408,anonymous,EN,R_165YmxOGrO7axtC,8,50-64,Male,Married,Hispanic or Latino/a,Catholic,,High school graduate / GED,"$50,000-$100,000",Democrat,Unsure,Unsure,Kamala Harris,Extremely Excited,Unsure,Very Confident,Somewhat Confident,Rhode Island Secretary of State's Website,I prefer voting on election day,Definitely,Probably
11/12/2024 18:43:59,11/12/2024 18:45:18,100,79,True,11/12/2024 18:45:19,R_1rAo091Cezltyfy,,,,,41.8244,-71.408,anonymous,EN,R_1rAo091Cezltyfy,12,40-49,Female,Not married,White,Catholic,,4 year degree,"$200,000 or more",Democrat,Somewhat Right,Somewhat Right,Kamala Harris,Extremely Excited,Somewhat Confident,Very Confident,Somewhat Confident,The Voter Information Handbook sent to my house,I prefer voting on election day,Definitely,Definitely Not
11/12/2024 18:44:20,11/12/2024 18:45:24,100,63,True,11/12/2024 18:45:24,R_3nIOY4pzLlJp4HK,,,,,41.8244,-71.408,anonymous,EN,R_3nIOY4pzLlJp4HK,6,65 or older,Female,Not married,Black or African American,Protestant / Other Christian Denomination,,Less than High School,"Less than $30,000",Democrat,Somewhat Right,Definitely Right,Kamala Harris,Extremely Excited,Very Confident,Somewhat Confident,Somewhat Confident,Social Media,I prefer voting on election day,Definitely,Probably
11/12/2024 18:43:54,11/12/2024 18:45:33,100,98,True,11/12/2024 18:45:34,R_5PHzzFjYOmM3a8R,,,,,41.8244,-71.408,anonymous,EN,R_5PHzzFjYOmM3a8R,14,30-39,Female,Married,White,Other,Eastern Orthodox,Some college,"$50,000-$100,000",Other third party,Definitely Wrong,Definitely Wrong,Other,Not at all Excited,Not at All Confident,Very Confident,Very Confident,Friends/Family,"I prefer voting on election day,Today was the best option for my schedule",I would need more information to make a decision,I would need more information to make a decision
11/12/2024 18:44:19,11/12/2024 18:45:42,100,83,True,11/12/2024 18:45:43,R_6LBAjjEvcA3zVUn,,,,,41.8244,-71.408,anonymous,EN,R_6LBAjjEvcA3zVUn,8,65 or older,Male,Married,Hispanic or Latino/a,Catholic,,Some college,"$200,000 or more",Republican,Definitely Wrong,Definitely Wrong,Donald Trump,Very Excited,Not at All Confident,Somewhat Confident,Somewhat Confident,The Voter Information Handbook sent to my house,I do not trust mail-in voting,I would need more information to make a decision,Definitely Not
11/12/2024 18:44:40,11/12/2024 18:45:48,100,68,True,11/12/2024 18:45:49,R_73f9k6Owb0EBxKJ,,,,,41.8244,-71.408,anonymous,EN,R_73f9k6Owb0EBxKJ,1,25-29,Female,Not married,White,Catholic,,Professional degree,"$100,000-$199,999",Democrat,Somewhat Right,Somewhat Right,Kamala Harris,Extremely Excited,Somewhat Confident,Very Confident,Very Confident,"Rhode Island Secretary of State's Website,Social Media",I prefer voting on election day,Definitely,Probably
11/12/2024 18:44:39,11/12/2024 18:45:48,100,69,True,11/12/2024 18:45:49,R_1zlNxgUnC4Oe0md,,,,,41.8244,-71.408,anonymous,EN,R_1zlNxgUnC4Oe0md,1,65 or older,Female,Not married,White,Judaism,,,,Democrat,Definitely Wrong,Definitely Wrong,Kamala Harris,Extremely Excited,Somewhat Confident,Very Confident,Very Confident,Rhode Island Secretary of State's Website,I prefer voting on election day,Definitely,I would need more information to make a decision
11/12/2024 18:45:01,11/12/2024 18:45:56,100,55,True,11/12/2024 18:45:56,R_1Jtjh0yvmtrqPzl,,,,,40.7123,-74.0068,anonymous,EN,R_1Jtjh0yvmtrqPzl,5,50-64,Female,Married,White,Protestant / Other Christian Denomination,,2 year degree,"$50,000-$100,000",Republican,Unsure,Unsure,Donald Trump,Not Very Excited,Unsure,Very Confident,Very Confident,Friends/Family,I prefer voting on election day,I would need more information to make a decision,I would need more information to make a decision
11/12/2024 18:45:08,11/12/2024 18:46:11,100,62,True,11/12/2024 18:46:12,R_72yrmYc8m7iYsEv,,,,,41.8244,-71.408,anonymous,EN,R_72yrmYc8m7iYsEv,3,65 or older,Female,Married,White,None,,4 year degree,"$200,000 or more",Democrat,Definitely Wrong,Definitely Wrong,Kamala Harris,Extremely Excited,Somewhat Confident,Very Confident,Very Confident,Rhode Island Secretary of State's Website,Today was the best option for my schedule,Definitely,I would need more information to make a decision
11/12/2024 18:44:48,11/12/2024 18:46:14,100,86,True,11/12/2024 18:46:15,R_5megAi65rskhbBp,,,,,42.3562,-71.0631,anonymous,EN,R_5megAi65rskhbBp,3,30-39,Female,Married,White,Atheist,,Professional degree,"$200,000 or more",Independent,Unsure,Somewhat Right,Kamala Harris,Not Very Excited,Not Very Confident,Very Confident,Very Confident,The Voter Information Handbook sent to my house,Today was the best option for my schedule,Definitely,Definitely
11/12/2024 18:44:27,11/12/2024 18:46:18,100,110,True,11/12/2024 18:46:19,R_7QVrKUk6dlW9LN9,,,,,41.8244,-71.408,anonymous,EN,R_7QVrKUk6dlW9LN9,8,18-24,Female,Not married,Hispanic or Latino/a,Catholic,,4 year degree,"$30,000-$49,999",Republican,Somewhat Wrong,Somewhat Wrong,Donald Trump,Not Very Excited,Not Very Confident,Somewhat Confident,Somewhat Confident,"Rhode Island Secretary of State's Website,Social Media,Friends/Family,Religious/Community Organizations","I prefer voting on election day,Today was the best option for my schedule",Definitely,Probably
11/12/2024 18:44:44,11/12/2024 18:46:19,100,94,True,11/12/2024 18:46:19,R_11k04cXXQBSnE1Z,,,,,41.8244,-71.408,anonymous,EN,R_11k04cXXQBSnE1Z,8,40-49,Female,Married,Hispanic or Latino/a,Catholic,,High school graduate / GED,"Less than $30,000",Democrat,Somewhat Right,Somewhat Right,Kamala Harris,Extremely Excited,Very Confident,Very Confident,Very Confident,"Rhode Island Secretary of State's Website,Friends/Family",I prefer voting on election day,Probably,Probably
11/12/2024 18:45:03,11/12/2024 18:46:36,100,93,True,11/12/2024 18:46:37,R_3woQV5zVFGnB59l,,,,,41.8244,-71.408,anonymous,EN,R_3woQV5zVFGnB59l,6,65 or older,Female,Not married,Other,Catholic,,Some college,"Less than $30,000",Independent,Definitely Wrong,Definitely Wrong,Other,Very Excited,Not Very Confident,Somewhat Confident,Somewhat Confident,The Voter Information Handbook sent to my house,I prefer voting on election day,I would need more information to make a decision,Probably Not
11/12/2024 18:42:18,11/12/2024 18:46:39,100,261,True,11/12/2024 18:46:40,R_3ThjctEznTLAgWl,,,,,41.8244,-71.408,anonymous,EN,R_3ThjctEznTLAgWl,8,50-64,Male,Married,Hispanic or Latino/a,Catholic,,High school graduate / GED,"$30,000-$49,999",Democrat,Somewhat Right,Somewhat Right,Donald Trump,Very Excited,Somewhat Confident,Somewhat Confident,Very Confident,Rhode Island Secretary of State's Website,I prefer voting on election day,Definitely,Definitely
11/12/2024 18:45:27,11/12/2024 18:46:39,100,72,True,11/12/2024 18:46:40,R_7LthsVM0lZPD44b,,,,,41.8244,-71.408,anonymous,EN,R_7LthsVM0lZPD44b,8,50-64,Male,Married,Asian,Buddhism,,2 year degree,"$30,000-$49,999",Independent,Definitely Right,Somewhat Right,Kamala Harris,Very Excited,,Very Confident,Very Confident,Social Media,I prefer voting on election day,Definitely,Definitely
11/12/2024 18:45:30,11/12/2024 18:46:53,100,83,True,11/12/2024 18:46:54,R_3jp31F4AhlnfG14,,,,,41.8244,-71.408,anonymous,EN,R_3jp31F4AhlnfG14,14,30-39,Female,Married,Black or African American,Atheist,,4 year degree,"$50,000-$100,000",Independent,Somewhat Wrong,Somewhat Right,Kamala Harris,Very Excited,Somewhat Confident,Very Confident,Somewhat Confident,"The Voter Information Handbook sent to my house,Social Media,Friends/Family","I prefer voting on election day,Today was the best option for my schedule",Definitely,Definitely
11/12/2024 18:45:41,11/12/2024 18:46:59,100,78,True,11/12/2024 18:47:00,R_75Y2JYu99sZvW9a,,,,,41.8244,-71.408,anonymous,EN,R_75Y2JYu99sZvW9a,14,30-39,Male,Married,"Hispanic or Latino/a,American Indian or Alaska Native",Protestant / Other Christian Denomination,,Some college,"$50,000-$100,000",Democrat,Somewhat Wrong,Unsure,Kamala Harris,Extremely Excited,Somewhat Confident,Very Confident,Very Confident,"Rhode Island Secretary of State's Website,Social Media",I prefer voting on election day,I would need more information to make a decision,I would need more information to make a decision
11/12/2024 18:45:59,11/12/2024 18:47:01,100,61,True,11/12/2024 18:47:01,R_3buIXhPTRnKUFJ7,,,,,40.7123,-74.0068,anonymous,EN,R_3buIXhPTRnKUFJ7,5,40-49,Male,Not married,White,Atheist,,Some college,"$100,000-$199,999",Independent,Definitely Wrong,Definitely Wrong,Kamala Harris,Not at all Excited,Not at All Confident,Unsure,Very Confident,Rhode Island Secretary of State's Website,I prefer voting on election day,Definitely,Probably
